UID,Title,Article_Link,Authors,Abstract,Publication,Num_citation,Cited_by_url,Published_Year
383z2NqhCO8J,Eigenvectorperturbations of complex networks,https://www.sciencedirect.com/science/article/pii/S037843711400329X,"['X Yan', ' Y Wu', ' X Li', ' C Li', ' Y Hu']","…eigenvectorperturbation for network reconstructions. Afterwards, two perturbed forms ofeigenvector… we can examine the impacts ofeigenvectorperturbations on network robustness, …",Elsevier,12,"/scholar?cites=17224194736193261023&as_sdt=2005&sciodt=0,5&hl=en",2014
ZFLWx4mQhYQJ,[BOOK][B]Theory of vibration withapplications,https://www.taylorfrancis.com/books/mono/10.1201/9780203718841/theory-vibration-applications-william-thomson,['W Thomson'],… of eigenvalues andeigenvectorsof continuous systems in … the calculation of eigenvaluesandeigenvectors. Presented on the … contain the eigenvalues andeigenvectorsof the problem. …,taylorfrancis.com,5468,"/scholar?cites=9549197506346635876&as_sdt=2005&sciodt=0,5&hl=en",2018
UyVa1W4A5KgJ,Influence functions of eigenvalues andeigenvectorsin multidimensional data analysis,https://link.springer.com/chapter/10.1007/978-3-642-50096-1_33,['M Romanazzi'],… andeigenvectorsin multidimensional data analysis and we present newapplicationsin …[Q(E)-tH(E)]=O and the corresponding generalizedeigenvectoraCE) is a p-vector satisfying …,Springer,4,"/scholar?cites=12169852569087780179&as_sdt=2005&sciodt=0,5&hl=en",1990
nKbw2sW1ZvsJ,Brillouin-Wigner theory for high-frequency expansion in periodically driven systems:Applicationto Floquet topological insulators,https://journals.aps.org/prb/abstract/10.1103/PhysRevB.93.144307,"['T Mikami', 'S Kitamura', 'K Yasuda', 'N Tsuji', 'T Oka', 'H Aoki']","… Since the effective Hamiltonian obtained here contains, unusually but as generally the casein the BW theory, the eigenenergy itself, we can treat all theeigenvectorssimultaneously in …",APS,319,"/scholar?cites=18115366412530787996&as_sdt=2005&sciodt=0,5&hl=en",2016
DOz5RKS-9XoJ,The parallel computation of eigenvalues andeigenvectorsof large hermitian matrices using the AMT DAP 510,https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.4330030304,"['JS Weston', ' M Clint', ' CW Bleakney']","The solution of the algebraic eigenvalue problem is an important component of manyapplicationsin science and engineering. With the advent of novel architecture machines, much …",Library,10,"/scholar?cites=8860197454662462476&as_sdt=2005&sciodt=0,5&hl=en",1991
X-AiB7lwaoMJ,The calculation of theeigenvectorsof codiagonal matrices,https://academic.oup.com/comjnl/article-abstract/1/2/90/425260,['JH Wilkinson'],"… Accurateeigenvectorswere found for a large number of values of k and , using the methoddescribed in this paper. Its automaticapplicationgave consistently accurate cigenvectors. For …",academic.oup.com,141,"/scholar?cites=9469505106490875999&as_sdt=2005&sciodt=0,5&hl=en",1958
PI8G9oOOifMJ,Nonlinear left and righteigenvectorsfor max-preserving maps,https://link.springer.com/chapter/10.1007/978-3-319-54211-9_18,['BS Rüffer'],…eigenvectors” are characterised by inequalities rather than equations. The terms “sub-eigenvectors…The next section provides a little more background on our interest in lefteigenvectors. …,Springer,5,"/scholar?cites=17548714120445333308&as_sdt=2005&sciodt=0,5&hl=en",2017
g1IevPf0B_UJ,Sampling on networks: estimatingeigenvectorcentrality on incomplete networks,https://link.springer.com/chapter/10.1007/978-3-030-36687-2_8,"['N Ruggeri', ' C De Bacco']","… This choice is motivated byapplicationswhere one is …eigenvectorcentrality is often usedas a measure for ranking nodes, we will consider two error measures relevant in thisapplication…",Springer,7,"/scholar?cites=17656350208979522179&as_sdt=2005&sciodt=0,5&hl=en",2020
z_xVrJc9neEJ,Permuted max-algebraiceigenvectorproblem is NP-complete,https://www.sciencedirect.com/science/article/pii/S0024379507004867,['P Butkovič'],…eigenvectors) such that A ⊗ x = λ ⊗ x for some λ ∈ R. The present paper deals with the permutedeigenvector… so that it becomes a (max-algebraic)eigenvectorof A? Using a polynomial …,Elsevier,14,"/scholar?cites=16257217951518031055&as_sdt=2005&sciodt=0,5&hl=en",2008
iX4E7duRsdYJ,"Laplace-beltrami eigenfunctions towards an algorithm that"" understands"" geometry",https://ieeexplore.ieee.org/abstract/document/1631196/,['B Lévy'],"… seek foreigenvectorsthat will fit non-linear features. For instance, in MDS, theseeigenvectorsare … As a consequence, the used matrix is sparse, and extracting itseigenvectorsrequires …",ieeexplore.ieee.org,552,"/scholar?cites=15470306568754724489&as_sdt=2005&sciodt=0,5&hl=en",2006
OQ12I8KJLtoJ,Simplified characterisation of multiple point excited structures using mobility matrix eigenvalues andeigenvectors,https://www.ingentaconnect.com/content/dav/aaua/1998/00000084/00000005/art00011,"['AT Moorhouse', 'BM Gibbs']","… Such is needed to predict the response of point connected structures, and therefore hasapplication, amongst other things to the characterisation of structure-borne sound sources. In …",ingentaconnect.com,26,"/scholar?cites=15721654816108580153&as_sdt=2005&sciodt=0,5&hl=en",1998
eeMmqOoegosJ,[HTML][HTML]Another neural network based approach for computing eigenvalues andeigenvectorsof real skew-symmetric matrices,https://www.sciencedirect.com/science/article/pii/S0898122110004347,"['Y Tang', ' J Li']","… eigenvalues and the correspondingeigenvectorsof real symmetric …eigenvector. Moreover,they can succeed in computing the smallest eigenvalue and the correspondingeigenvector…",Elsevier,12,"/scholar?cites=10052631311436669817&as_sdt=2005&sciodt=0,5&hl=en",2010
kyHRvVEGpX4J,Automatic location of optic disk in retinal images,https://ieeexplore.ieee.org/abstract/document/958624/,"['H Li', 'O Chutatape']","… by theeigenvectorU, is called as “disk space” andeigenvectoras “eigen disk”. TheeigenvectorU, … In theapplication, the M’ (M’<M) most significanteigenvectorsas determined by their …",ieeexplore.ieee.org,298,"/scholar?cites=9125707168082895251&as_sdt=2005&sciodt=0,5&hl=en",2001
yaDxbpWbk90J,[PDF][PDF]Visualizing vector field topology in fluid flows,https://www.researchgate.net/profile/Lambertus-Hesselink/publication/3208231_Visualizing_Vector_Field_Topology_in_Fluid_Flows/links/55468f9e0cf24107d397ed68/Visualizing-Vector-Field-Topology-in-Fluid-Flows.pdf,"['JL Helman', 'L Hesselink']","… The eigenvalues andeigenvectorsof this matrix are of particular intcrcst. A realeigenvector… at the critical point, the realeigenvectorsare tangent to the trajectories that end on the point. …",researchgate.net,750,"/scholar?cites=15966276170072301769&as_sdt=2005&sciodt=0,5&hl=en",1991
DWLc4gPRP9QJ,Oneigenvectorsof mixed graphs with exactly one nonsingular cycle,https://link.springer.com/article/10.1007/s10587-007-0120-2,['YZ Fan'],… The eigenvalues andeigenvectorsof G are respectively defined to be those of its Laplacian… Fiedler: A property ofeigenvectorsof nonnegative symmetric matrices and itsapplicationsto …,Springer,9,"/scholar?cites=15294172674194694669&as_sdt=2005&sciodt=0,5&hl=en",2007
3BFmxeKTFuYJ,Solving two-trust-region subproblems using semidefinite optimization witheigenvectorbranching,https://link.springer.com/article/10.1007/s10957-022-02064-5,['KM Anstreicher'],"… The use of this maximaleigenvectorto strengthen SDP was … In the next section, we describeeigenvectorbranching and … 3, we consider an alternative use of the maximaleigenvectorof \(…",Springer,5,"/scholar?cites=16579601680394752476&as_sdt=2005&sciodt=0,5&hl=en",2022
ml7PmBVABvkJ,[PDF][PDF]Approximatingeigenvectorsby subsampling,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=91f073b136e397245dcacb6aa38cb78f28d2ac47,"['N El Karoui', ""A d'Aspremont""]",… of randomly sampled submatrices efficiently approximates the trueeigenvectorsof the …matrix completion and allowseigenvectorsto be sparse. We discussapplicationsto spectral …,Citeseer,2,"/scholar?cites=17944100226806537882&as_sdt=2005&sciodt=0,5&hl=en",2009
N9_6nObOSuAJ,Student understanding of linear combinations ofeigenvectors,https://link.springer.com/article/10.1007/s11858-018-01022-8,"['M Wawro', ' K Watson', 'M Zandieh']",… if a linear combination ofeigenvectorssatisfies the equation \(… combination ofeigenvectorsbelonging to a set ofeigenvectors; … and physicalapplicationsin the study ofeigenvectorsand …,Springer,14,"/scholar?cites=16161957702643932983&as_sdt=2005&sciodt=0,5&hl=en",2019
z_Dg_AZUzHUJ,Variational equations for the eigenvalues andeigenvectorsof nonsymmetric matrices,https://link.springer.com/article/10.1007/BF00935172,"['R Kalaba', ' K Spingarn', 'L Tesfatsion']","The tracking of eigenvalues andeigenvectorsfor parameterized matrices is of majorimportance in optimization and stability problems. In the present paper, we consider a one-…",Springer,34,"/scholar?cites=8488251786675679439&as_sdt=2005&sciodt=0,5&hl=en",1981
upUr-QUGa-AJ,Eigenvectorsfrom eigenvalues sparse principal component analysis,https://www.tandfonline.com/doi/abs/10.1080/10618600.2021.1987254,['H Robert Frost'],"…eigenvectorsfrom eigenvalues sparse principal component analysis (EESPCA), is basedon the formula for computing squaredeigenvector… datasets orapplicationof statistical …",Francis,3,"/scholar?cites=16171025509728884154&as_sdt=2005&sciodt=0,5&hl=en",2022
E8S4VwfX8D4J,Improved method for correcting sample Mahalanobis distance without estimating population eigenvalues oreigenvectorsof covariance matrix,https://link.springer.com/article/10.1007/s41060-019-00201-4,['Y Kobayashi'],… the population eigenvalues oreigenvectorsof the covariance matrix. … variances of the sampleeigenvectors. A numerical experiment … Theapplicationof this method also shows improved …,Springer,9,"/scholar?cites=4535361251298558995&as_sdt=2005&sciodt=0,5&hl=en",2020
XJFNoSWWnaQJ,[BOOK][B]Principles of space-time adaptive processing,https://books.google.com/books?hl=en&lr=&id=i8BeVRBll-gC&oi=fnd&pg=PR15&dq=application+of+eigenvectors&ots=ERpDEO4n3O&sig=41MP4kktRDupu1dj5OnbD9G4Kso,['R Klemm'],… 11 twoapplicationsfor space-time processing in SAR or ISAR are presented. Although theapplications… Generally the optimum weighting is given by theeigenvectorassociated with the …,books.google.com,1245,"/scholar?cites=11861802081927926108&as_sdt=2005&sciodt=0,5&hl=en",2002
-lEZsARhmAkJ,Delocalization ofeigenvectorsof random matrices. lecture notes,https://arxiv.org/abs/1707.08461,['M Rudelson'],"… In the last section, we will discuss theapplicationsof … uniteigenvectorcarries a relativelylarge mass. We call this property of lack of almost empty zones in the support of theeigenvector…",arxiv.org,12,"/scholar?cites=691409215563583994&as_sdt=2005&sciodt=0,5&hl=en",2017
e9DJLKhDAkAJ,Eigenvector-based interpolation and segmentation of 2d tensor fields,https://link.springer.com/chapter/10.1007/978-3-642-15014-2_12,['J Sreevalsan'],"… structure of botheigenvectorfields as a whole. As botheigenvectorfields are orthogonalthe … Besides using the standard component-wise interpolation, we introduce aneigenvector-…",Springer,18,"/scholar?cites=4612323357965799547&as_sdt=2005&sciodt=0,5&hl=en",2011
T4-ZF04elp0J,Eigenvectoranalysis as an aid to airmass recognition,https://link.springer.com/article/10.1007/BF02245366,['NS McDonald'],"… In theapplicationofeigenvectoranalysis, one wishes to determine which vector e hasthe highest resemblance to all the observational vectors, F, simultaneously. This is achieved …",Springer,11,"/scholar?cites=11355296831213506383&as_sdt=2005&sciodt=0,5&hl=en",1975
55CEA4icWjMJ,Spectral bisection with twoeigenvectors,https://www.sciencedirect.com/science/article/pii/S1571065317302329,['I Rocha'],"… It has directapplicationsin different areas of …eigenvectorencodes structural information,and it can be used to approximate a minimum bisection. Here, we show the thirdeigenvectorcar…",Elsevier,4,"/scholar?cites=3700442151826788583&as_sdt=2005&sciodt=0,5&hl=en",2017
XrvdHJWyLV0J,[PDF][PDF]Eigenvalues andEigenvectorsfor 3× 3 Symmetric Matrices: An Analytical Approach,https://www.researchgate.net/profile/Tariq-Khraishi-3/publication/344819102_Eigenvalues_and_Eigenvectors_for_33_Symmetric_Matrices_An_Analytical_Approach/links/5f91b514a6fdccfd7b774c43/Eigenvalues-and-Eigenvectors-for-33-Symmetric-Matrices-An-Analytical-Approach.pdf,"['AB Siddique', 'TA Khraishi']","… In this paper, the theory behind finding eigenvalues andeigenvectorsfor order 3×3 … handyforapplicationsrequiring repetitive finding/calculations of eigenvalues andeigenvectors. The …",researchgate.net,6,"/scholar?cites=6714218972983442270&as_sdt=2005&sciodt=0,5&hl=en",2020
JCigDiOJ5roJ,A fast and effective memristor-based method for finding approximate eigenvalues andeigenvectorsof non-negative matrices,https://ieeexplore.ieee.org/abstract/document/8429429/,"['C Wang', 'ZS Jalali', 'C Ding', 'Y Wang…']","… In this way, we obtain the set of leading eigenvalues and correspondingeigenvectors. Thedivergence of maximum components near eigenvalues can be proven throughapplicationof …",ieeexplore.ieee.org,5,"/scholar?cites=13467602519360284708&as_sdt=2005&sciodt=0,5&hl=en",2018
YR39DS0aKxAJ,Hidden data embedding method based on the image projections onto theeigenvectorsof subinterval matrices,https://elibrary.ru/item.asp?id=43253611,"['EG Zhilyakov', 'AA Chernomorets', 'EV Bolgova…']",… of the container-image projections onto theeigenvectorsof subinterval matrices. A decisiverule …applicationwith the results of E. Koch and J. Zhao method and spread spectrum method. …,elibrary.ru,10,"/scholar?cites=1165053709415947617&as_sdt=2005&sciodt=0,5&hl=en",2018
pWPF5O_GSdAJ,Interface response and rescaling approach to theeigenvectorsof layered composite systems. I. Double-layer slab,https://journals.aps.org/prb/abstract/10.1103/PhysRevB.39.1819,"['H Puszkarski', 'L Dobrzynski']","… that if the inverse matrices G„G2of the subsystems and the matrix Vr coupling them to eachother are available, we are fully able to determine the eigenvalues F.and theeigenvectorsu …",APS,48,"/scholar?cites=15008745966826513317&as_sdt=2005&sciodt=0,5&hl=en",1989
9UAV-IGb7FwJ,LaplacianEigenvectorsof Graphs,https://link.springer.com/content/pdf/10.1007/978-3-540-73510-6.pdf,"['PSTBJ Leydold', 'P Stadler']",… areeigenvectorof associated graph Laplacians prompted us to investigate sucheigenvectorsmore … In this section we collect a few practicalapplicationsof eigenfunctions where the …,Springer,2,"/scholar?cites=6695897728508313845&as_sdt=2005&sciodt=0,5&hl=en",2005
fQauvIm5idoJ,Consensus algorithms for double-integrator dynamics,https://link.springer.com/chapter/10.1007/978-1-84800-015-5_4,"['W Ren', 'RW Beard']","… 1 vector of all zeros, that is, qa is aneigenvectorof −Ln associated with the zero eigenvalueof −… Therefore, we see that −Ln has only one linearly independenteigenvectorqa associated …",Springer,1660,"/scholar?cites=15747321573304829565&as_sdt=2005&sciodt=0,5&hl=en",2008
JeEat4TYEFAJ,Axioms for centrality scoring with principaleigenvectors,https://link.springer.com/article/10.1007/s00355-015-0931-2,['M Kitti'],… Oneapplicationofeigenvectorscoring arises from the aggregation of observations on aset of alternatives such as individuals’ preferences to find out ‘correct’ alternatives. This paper …,Springer,45,"/scholar?cites=5769349187180880165&as_sdt=2005&sciodt=0,5&hl=en",2016
orNRLsz7o9oJ,Principaleigenvectorlocalization and centrality in networks: Revisited,https://www.sciencedirect.com/science/article/pii/S0378437120300200,"['P Pradhan', 'CU Angeliya', 'S Jalan']",… to induce localization transition of the principaleigenvector(PEV) of the …eigenvectorcorresponding to λ 1 is a unique positiveeigenvector( v 1 ) referred as the principaleigenvector…,Elsevier,19,"/scholar?cites=15754712775841133474&as_sdt=2005&sciodt=0,5&hl=en",2020
0rCb8aOH6SgJ,[BOOK][B]Numerical linear algebra withapplications: Using MATLAB,https://books.google.com/books?hl=en&lr=&id=OODs2mkOOqAC&oi=fnd&pg=PP1&dq=application+of+eigenvectors&ots=mkAcmnaMnU&sig=XAWCgr2GmrkEUSoIX2OUP_opoEE,['W Ford'],… anapplicationto the solution of systems of ordinary differential equations and the problem ofranking items usingeigenvectors. … and providesapplications. Perhaps the most interesting …,books.google.com,165,"/scholar?cites=2948036569293631698&as_sdt=2005&sciodt=0,5&hl=en",2014
L8p3sILCp-YJ,Real-time neural computation of theeigenvectorcorresponding to the largest eigenvalue of positive matrix,https://www.sciencedirect.com/science/article/pii/0925231293E0055I,['L Fa'],… results arbitrarily close to the accurateeigenvectorwithin an elapsed time of only a …applicationof signal processing in which it is desired to provide as fast as possible theeigenvector…,Elsevier,20,"/scholar?cites=16620466816396282415&as_sdt=2005&sciodt=0,5&hl=en",1995
QWnet2mZxb8J,Vibration isolator design via energy confinement througheigenvectorassignment and piezoelectric networking,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/5386/0000/Vibration-isolator-design-via-energy-confinement-through-eigenvector-assignment-and/10.1117/12.538625.short,"['TY Wu', 'KW Wang']","… Using the periodic isolator structure as a baseline, theapplicationofeigenvectorassignmentand piezoelectric networks for vibration confinement to enhance the isolator design is …",spiedigitallibrary.org,12,"/scholar?cites=13818619710991657281&as_sdt=2005&sciodt=0,5&hl=en",2004
eSdjO6Xdp1oJ,The efficacy of theeigenvectorapproach to south african sign language identification,https://etd.uwc.ac.za/handle/11394/2502,['VM Segers'],…applicationofeigenvectorsystems to gesture recognition. To complete this argument we alsoreview theapplicationofeigenvectorsto … on the feasibility of aneigenvector-based system. …,etd.uwc.ac.za,9,"/scholar?cites=6532433486259890041&as_sdt=2005&sciodt=0,5&hl=en",2010
3taGtPnL26oJ,Aneigenvectorcentrality for multiplex networks with data,https://www.mdpi.com/2073-8994/11/6/763,"['F Pedroche', 'L Tortosa', 'JF Vicent']",…applications. … (eigenvectorcentrality with data) and CVP2f (eigenvectorcentrality basedon the two-layer PageRank approach) differs from the way in which the classicaleigenvector…,mdpi.com,10,"/scholar?cites=12311658279683413726&as_sdt=2005&sciodt=0,5&hl=en",2019
cP14KVUjkosJ,A new theoretical method for diffraction gratings and its numericalapplication,https://iopscience.iop.org/article/10.1088/0150-536X/11/4/005/meta,"['J Chandezon', ' G Raoult', ' D Maystre']","… of the problem of the eigenvalues andeigenvectorsof (20), if we … of the above truncatedeigenvectorsand correspondingeigen… r, and f, as the eigenvalues andeigenvectorsof the matrix …",iopscience.iop.org,461,"/scholar?cites=10057139766546726256&as_sdt=2005&sciodt=0,5&hl=en",1980
OVtrVrUo5y4J,The effect of strengthening the prerequisite knowledge on student learning outcomes on the topic of values​​ andeigenvectors,http://jurnal.untirta.ac.id/index.php/Gravity/article/view/8078,"['N Siregar', ' I Novalinda']","… the problem, namely theapplicationof the concept of eigenvalues andeigenvectorsinthe case of physics, besides, students can find the value andeigenvectorsby completing the …",jurnal.untirta.ac.id,5,"/scholar?cites=3379714804668914489&as_sdt=2005&sciodt=0,5&hl=en",2020
SMG-YT9obZUJ,Information content in the circular dichroism of proteins,https://pubs.acs.org/doi/pdf/10.1021/bi00508a007,"['JP Hennessey Jr', ' WC Johnson Jr']","… In ourapplicationof this technique we started with a 16 X 42 data … produces a matrix of 16eigenvectors, U, and a diagonal … We find that while fiveeigenvectorsare significantly better …",Publications,728,"/scholar?cites=10767376905544843592&as_sdt=2005&sciodt=0,5&hl=en",1981
96ervu-lt7AJ,Eigenvectorlocalization on data-dependent graphs,https://ieeexplore.ieee.org/abstract/document/7148963/,"['A Cloninger', ' W Czaja']","… To do this, we characterize the order in whicheigenvectorsof a disjoint graph Laplacianemerge and the support of thoseeigenvectors. We then extend this characterization to weakly …",ieeexplore.ieee.org,7,"/scholar?cites=12733828920528054263&as_sdt=2005&sciodt=0,5&hl=en",2015
0eXWEfm-vdsJ,Weakeigenvectorsand the functional calculus,https://www.jstor.org/stable/1993849,['RT Harris'],"… the weakeigenvectorsthat appear in the functional calculus. In ?4, by way of anapplication,… , under suitable circumstances, be given a representation by means of weakeigenvectors. …",JSTOR,2,"/scholar?cites=15834021841859962321&as_sdt=2005&sciodt=0,5&hl=en",1963
FLt_PWBdhiQJ,A spectral algorithm for seriation and the consecutive ones problem,https://epubs.siam.org/doi/abs/10.1137/S0097539795285771,"['JE Atkins', 'EG Boman', 'B Hendrickson']","… This is the underlying problem in such diverseapplicationsas … methods, our approach usesaneigenvectorof a matrix to order … This paper describes another suchapplication. Spectral …",SIAM,287,"/scholar?cites=2631893700174658324&as_sdt=2005&sciodt=0,5&hl=en",1998
Ly6yvOdfG6wJ,Eigenvectorsfor representing the 500 mb geopotential surface over the Northern Hemisphere,https://rmets.onlinelibrary.wiley.com/doi/abs/10.1002/qj.49709540510,"['JM Craddock', ' CR Flood']","… that once the terms of theeigenvectorsare known, the method …eigenvectorsis perhapsrather bulky for publication] but copies may be obtained by intending users by makingapplication…",Library,271,"/scholar?cites=12401611447802670639&as_sdt=2005&sciodt=0,5&hl=en",1969
5APFZGBfe-oJ,Discriminative features via generalizedeigenvectors,https://proceedings.mlr.press/v32/karampatziakis14.html,"['N Karampatziakis', 'P Mineiro']","… Because of the intermediate nonlinearity this is not equivalent to a singleapplicationof GEM,and we do observe an improvement in generalization. Subsequent recursive compositions …",proceedings.mlr.press,42,"/scholar?cites=16896203294622680036&as_sdt=2005&sciodt=0,5&hl=en",2014
e7MqcZOzvgcJ,On the eigenvalues andeigenvectorsof block triangular preconditioned block matrices,https://epubs.siam.org/doi/abs/10.1137/130920897,['J Pestana'],… between the condition numbers of theeigenvectormatrices; this gives some insight into …In our experiment we consider theeigenvectormatrices for which eacheigenvectorhas unit …,SIAM,13,"/scholar?cites=558080849680708475&as_sdt=2005&sciodt=0,5&hl=en",2014
s6YlfgXccDsJ,Aneigenvectorexpansion method for the solution of motion containing fractional derivatives,https://asmedigitalcollection.asme.org/appliedmechanics/article-abstract/64/3/629/395719,"['LE Suarez', ' A Shokooh']","… The reason is that theapplicationof the operator D m to the exponential term e"" does not …The matrices [A] and [B] are symmetric and hence, if theeigenvectorsare normalized with …",asmedigitalcollection.asme.org,221,"/scholar?cites=4283165161778685619&as_sdt=2005&sciodt=0,5&hl=en",1997
vQvuZ1ODzNcJ,Enhancing differential evolution utilizingeigenvector-based crossover operator,https://ieeexplore.ieee.org/abstract/document/6698290/,"['SM Guo', 'CC Yang']","…eigenvector-based crossover operator in CEC 2011 benchmarks [21]. The first real-worldproblem, rf1, is anapplication… The second real-world problem, rf2, is anapplicationto spread …",ieeexplore.ieee.org,244,"/scholar?cites=15549948007652658109&as_sdt=2005&sciodt=0,5&hl=en",2014
WH4YAm6yv-IJ,Solving the general joint block diagonalization problem via linearly independenteigenvectorsof a matrix polynomial,https://onlinelibrary.wiley.com/doi/abs/10.1002/nla.2238,"['Y Cai', ' G Cheng', ' D Shi']","In this paper, we consider the exact/approximate general joint block diagonalization (GJBD)problem of a matrix set { A i } i = 0 p ( p ≥ 1), where a nonsingular matrix W (often referred to …",Library,9,"/scholar?cites=16338974158674755160&as_sdt=2005&sciodt=0,5&hl=en",2019
Mk5ee04wJR4J,Elements of finite order in the Riordan group and theireigenvectors,https://www.sciencedirect.com/science/article/pii/S0024379520302524,['MM Cohen'],"We consider elements of finite order in the Riordan group R over a field F of characteristic 0.We solve, for all n ≥ 2 , two foundational questions posed by L. Shapiro (2001) for the case …",Elsevier,11,"/scholar?cites=2172195508911492658&as_sdt=2005&sciodt=0,5&hl=en",2020
sUP1FfHD-BkJ,Usage ofeigenvectormethods to improve reliable classifier for Doppler ultrasound signals,https://www.sciencedirect.com/science/article/pii/S0010482508000309,['ED Übeyli'],… with the features extracted byeigenvectormethods is presented. In practicalapplicationsofpattern … Decision making was performed in two stages: feature extraction by theeigenvector…,Elsevier,12,"/scholar?cites=1871461085395370929&as_sdt=2005&sciodt=0,5&hl=en",2008
feqDXzQqOX8J,Adaptive arrays—An introduction,https://ieeexplore.ieee.org/abstract/document/1454364/,['WF Gabriel'],… cationsapplications. The principal reason for the interest … tnnsfomation into orthonormaleigenvectorspace. The purely … a set of K ortltogod normalizedeigenvectorbeams whose output …,ieeexplore.ieee.org,359,"/scholar?cites=9167404920918502013&as_sdt=2005&sciodt=0,5&hl=en",1976
uuMYJM0Qje8J,Connectivity evaluation of large road network by capacity-weightedeigenvectorcentrality analysis,https://www.tandfonline.com/doi/abs/10.1080/23249935.2020.1804480,"['H Ando', 'M Bell', 'F Kurauchi', ' KI Wong…']",…eigenvectorcentrality method to identify the strongly and weakly connected parts of largenetworks. Theeigenvector… the capacity-weightedeigenvectorcentrality analysis can identify …,Francis,23,"/scholar?cites=17261471420040930234&as_sdt=2005&sciodt=0,5&hl=en",2021
UgTNh5k70PoJ,[PS][PS]Approximateeigenvectorsand spectral theory,http://kleine.mat.uniroma3.it/mp_arc/c/99/99-405.ps.gz,"['M Christ', 'A Kiselev', 'Y Last']",… A concreteapplicationIn this section we sketch a concreteapplicationof our results to spectralanalysis of Schrödinger operators. Complete proofs will appear elsewhere. The result we …,kleine.mat.uniroma3.it,10,"/scholar?cites=18073010835232195666&as_sdt=2005&sciodt=0,5&hl=en",2000
YzpgZMzMjT0J,Adaptive determination of eigenvalues andeigenvectorsfrom perturbed autocorrelation matrices for automatic target recognition,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/6234/62340F/Adaptive-determination-of-eigenvalues-and-eigenvectors-from-perturbed-autocorrelation-matrices/10.1117/12.665750.short,"['P Ragothaman', ' WB Mikhael', 'R Muise…']","… This paper addresses such anapplicationin the area of Automatic Target Recognition. …eigenvectorsas desired, for eg, the most significant eigenvalues and correspondingeigenvectors…",spiedigitallibrary.org,1,"/scholar?cites=4435426386259229283&as_sdt=2005&sciodt=0,5&hl=en",2006
BgOEbUGuoyYJ,Statistical properties of the Green function in finite size for Anderson localization models with multifractaleigenvectors,https://iopscience.iop.org/article/10.1088/1751-8121/aa5ad2/meta,['C Monthus'],… For Anderson localization models with multifractaleigenvectorson disordered samples …We describe theapplicationto the case of Gaussian multifractality and to the case of linear …,iopscience.iop.org,15,"/scholar?cites=2784260590678573830&as_sdt=2005&sciodt=0,5&hl=en",2017
4-UM0Xno53YJ,Angle estimation for small sample size with fasteigenvector-free subspace method,https://digital-library.theiet.org/content/journals/10.1049/ip-rsn_19990365,['CH Gierull'],…eigenvectorsof the sample covariance matrix corresponding to the Mdominant eigenvalues.Theapplicationof theeigenvector… real-timeapplicationsin large antenna arrays eg [9± 11]…,IET,17,"/scholar?cites=8568072425991628259&as_sdt=2005&sciodt=0,5&hl=en",1999
KjZoEygI-JIJ,Eigenvectorsof open Bazhanov-Stroganov quantum chain,https://www.emis.de/journals/SIGMA/2006/Paper019/,['N Iorgov'],… The main idea how to find theeigenvectorsis to use iterative procedure. Namely we buildtheeigenvectorsof An(λ) using theeigenvectorsof An−1(λ) which is the generation function of …,emis.de,11,"/scholar?cites=10590223491979032106&as_sdt=2005&sciodt=0,5&hl=en",2006
G06M_YOi-dAJ,Design of nonlinear control of gas turbine engine based on constanteigenvectors,https://www.mdpi.com/2075-1702/9/3/49,"['S Valeev', ' N Kondratyeva']",… Theapplicationof neural network approximation of controller coefficients is presented. … It isshown that if theeigenvectorsof the linear part of the system are constanteigenvectorsfor the …,mdpi.com,5,"/scholar?cites=15058245516868210203&as_sdt=2005&sciodt=0,5&hl=en",2021
7GXaq21l78YJ,Fast generalizedeigenvectortracking based on the power method,https://ieeexplore.ieee.org/abstract/document/5165005/,['T Tanaka'],"… are Hermitian has a large number ofapplicationsin the areas of signal processing, … Anothermajorapplicationof the generalized eigenvalue problem is blind source separation …",ieeexplore.ieee.org,45,"/scholar?cites=14334787660652635628&as_sdt=2005&sciodt=0,5&hl=en",2009
SYV-wRbXz9oJ,Spatial filtering andeigenvectorstability: space-time models for German unemployment data,https://journals.sagepub.com/doi/abs/10.1177/0160017610386482,"['R Patuelli', 'DA Griffith', ' M Tiefelsdorf…']","… The section on The EmpiricalApplication: Computation and Choice of Spatial Filters forGerman Unemployment Modeling describes the empiricalapplicationcarried out: that is, the …",journals.sagepub.com,86,"/scholar?cites=15767057313182942537&as_sdt=2005&sciodt=0,5&hl=en",2011
0VyWyhwr7QkJ,On integereigenvectorsand subeigenvectors in the max-plus algebra,https://www.sciencedirect.com/science/article/pii/S0024379513000037,"['P Butkovič', ' M MacCaig']",… we know that all finiteeigenvectorsare described by max combinations of the columns ofAλ. Thus we can pick integer coefficients to obtain an integereigenvectorof A by Lemma 1.1…,Elsevier,16,"/scholar?cites=715275318479707345&as_sdt=2005&sciodt=0,5&hl=en",2013
